	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27
1	4.80402104473326	5.93489419561959	6.54965074223381	5.98393628068719	5.84354441703136	4.76217393479776	5.66988092298052	5.74620319054015	0.00000000000000	6.30991827822652	5.78689738136671	5.57594910314632	5.41610040220442	5.86078622346587	5.88610403145016	6.06610809010375	5.18178355029209	9.11537013438496	5.91079664404053	6.84800527457636	8.25270667656765	8.39140318535794	9.53235140475156	6.90975328164481	9.70735100670844	16.85825594147130	10.02910647396030
2	4.89783979995091	5.61312810638807	5.48479693349065	5.37527840768416	5.22035582507832	4.88280192258637	5.43807930892320	5.40717177146012	0.00000000000000	6.04025471127741	5.35185813347607	5.37527840768416	5.43372200355424	5.34710753071747	5.23110861685459	5.52942908751142	5.27811465923052	8.67162954472066	5.40267738187228	6.25575004175337	7.54486106865846	7.91935619066062	9.77229627684378	7.15617663748062	9.12902185079860	16.99013664530780	9.06462071762678
3	5.19849703126583	5.50938833662798	5.56452040732269	5.17048399503815	5.06259503302697	4.99043258677874	4.99043258677874	5.07517381523383	0.00000000000000	5.81413053182507	5.25227342804663	5.22035582507832	5.12989871492307	4.98360662170834	5.09375020080676	5.36129216570942	5.17614973257383	8.51358669582213	5.17048399503815	6.16331480403464	7.07749805356923	7.48605261786314	8.56274000637221	5.19849703126583	8.18535022317869	17.02812715467060	10.03731890016960
4	5.39362754635236	5.56834450376110	5.54126354515843	5.52146091786225	4.93447393313069	5.04985600724954	5.32787616878958	5.57972982598622	0.00000000000000	6.25766758788264	5.36597601502185	5.63478960316925	5.49716822529320	5.51745289646471	5.53733426701854	5.51745289646471	5.23644196282995	8.76779625562660	5.34233425196481	6.41999492814714	7.39203156751459	8.29154650988391	8.91757875378110	8.20138595523861	10.04285811398390	16.95953726840840	10.45984088157810
5	5.53338948872752	6.01371515604280	6.10924758276437	5.74939298590825	5.61677109766657	5.52146091786225	5.59471137960184	5.88610403145016	0.00000000000000	6.67076632084587	5.94803498918065	5.89164421182577	5.68357976733868	5.77455154554441	5.81711115996320	5.93224518744801	5.72358510195238	9.25263328416643	5.56452040732269	6.74170069465205	7.74543561027438	8.62962862074603	9.77394818118114	8.52456594574565	9.77735727539192	14.97661490018290	9.58541499876028
6	5.56452040732269	6.21460809842219	6.60394382460047	6.01126717440416	5.92157841964382	5.42053499927229	6.00881318544259	6.06610809010375	0.00000000000000	6.67329796776765	6.14418563412565	5.90536184805457	5.60580206629600	6.08677472691231	6.13772705408623	6.20050917404269	5.66642668811243	9.35547913764242	6.08449941307517	6.96508034560141	8.35608503102148	8.69114649853968	9.66668869039892	7.93200315236138	9.91165411520252	16.70530931839540	10.49252343683870
7	5.56452040732269	6.50727771238501	6.70686233660275	6.11809719804135	6.13556489108174	5.54907608489522	6.16120732169508	6.05443934626937	0.00000000000000	6.69208374250663	6.30078579466324	5.98141421125448	5.63121178182137	6.10255859461357	6.20253551718792	6.22059017009974	5.71373280550937	9.44224542895896	6.30991827822652	7.06304816338817	8.57998017951500	8.78109473520262	9.78171532060622	8.43554920237573	10.03095685778190	16.71006688167310	10.55048607707010
8	5.66296048013595	5.62040086571715	5.43372200355424	4.92725368515721	5.48063892334199	5.11799381241676	5.01727983681492	5.25227342804663	0.00000000000000	5.86078622346587	5.26785815906333	5.13579843705026	5.22574667371320	5.13579843705026	5.30330490805908	5.73009978297357	5.08759633523238	8.58914169072882	5.05624580534831	6.21660610108487	7.07157336421153	7.56423847517049	8.61250337122056	6.74523634948436	8.56712556016445	17.02592238404030	10.10196949077950
9	5.68357976733868	6.07764224334903	6.07073772800249	5.92425579741453	5.57972982598622	5.43372200355424	5.81114099297670	5.82600010738045	0.00000000000000	6.47543271670409	5.74939298590825	5.71042701737487	5.83481073706260	5.76205138278018	5.89440283426485	5.95324333428778	5.67332326717149	9.12314716027381	5.92425579741453	6.63331843328038	8.12503909736775	8.39728289474368	10.09311568451250	7.62657020629066	9.75649452879547	16.87270832323390	9.36683116873562
10	5.68357976733868	6.34388043412633	6.45204895443723	6.25575004175337	5.94542060860658	6.07073772800249	6.05443934626937	6.31354804627710	0.00000000000000	6.94889722231331	6.26720054854136	6.42324696353352	6.16751649088834	6.23832462503951	6.33327962813969	6.31173480915291	6.18208490671663	9.53531822917166	6.23048144757848	7.19067603433221	8.54480835844921	8.59618919764273	10.13455959017250	8.08271113423758	9.93619672694583	16.72761711670080	10.16327156794530
